id,plate,price,area,year
649,O500OE177,380000,Moscow,2024
650,O500OE177,400000,Moscow,2024
651,O500OE177,390000,Moscow,2024
652,O500OE177,400000,Moscow,2025
653,O500OE177,450000,Moscow,2025
654,O500OE177,400000,Moscow,2025
655,O500OE177,380000,Moscow,2025
656,O500OE177,390000,Moscow,2025
657,X666PX177,1200000,Moscow,2023
658,H009MX750,800000,Moscow Oblast,2022
659,B053BB177,600000,Moscow,2022
660,H020OK199,150000,Moscow,2023
661,H020OK199,200000,Moscow,2023
662,M333PM36,190000,Voronezh Oblast,2023
663,O666KB199,240000,Moscow,2023
664,A771AA99,1350000,Moscow,2023
665,B888PH199,650000,Moscow,2024
666,B734OP197,185000,Moscow,2025
667,M222AY193,335000,Krasnodar Krai,2024
668,T777XM750,400000,Moscow Oblast,2025
669,B727PY777,80000,Moscow,2022
670,P777BA777,4800000,Moscow,2024
671,O292AY550,30000,Moscow Oblast,2024
672,H900YP777,135000,Moscow,2021
673,H900YP777,140000,Moscow,2021
674,H900YP777,145000,Moscow,2021
675,H900YP777,135000,Moscow,2021
676,H900YP777,125000,Moscow,2021
677,H900YP777,150000,Moscow,2022
678,H900YP777,145000,Moscow,2022
679,H900YP777,150000,Moscow,2022
680,H900YP777,145000,Moscow,2022
681,H900YP777,160000,Moscow,2022
682,C276BA550,65000,Moscow Oblast,2024
683,P600MK150,55000,Moscow Oblast,2022
684,P770AB77,1350000,Moscow,2024
685,K223KK01,60000,Republic of Adygea,2024
686,P777MT50,1200000,Moscow Oblast,2022
687,T124OK797,30000,Moscow,2025
688,P001TX178,250000,Saint Petersburg,2022
689,O999YA152,120000,Nizhny Novgorod Oblast,2023
690,E500EB797,250000,Moscow,2024
691,B011EK761,30000,Rostov Oblast,2023
692,X606EX26,100000,Stavropol Krai,2022
693,B333XO26,390000,Stavropol Krai,2024
694,M005YC50,400000,Moscow Oblast,2022
695,M202PX777,130000,Moscow,2025
696,A262MH252,262000,Nizhny Novgorod Oblast,2024
697,O262BO977,100000,Moscow,2024
698,P767TC797,70000,Moscow,2024
699,M070PC799,100000,Moscow,2025
700,K063KK777,9500000,Moscow,2024
701,P494HB797,50000,Moscow,2025
702,T007KM124,250000,Krasnoyarsk Krai,2024
703,M200EC198,55000,Saint Petersburg,2022
704,H040OH123,100000,Krasnodar Krai,2023
705,B199OT198,50000,Saint Petersburg,2022
706,H197CT797,60000,Moscow,2025
707,B696BB199,300000,Moscow,2022
708,T020TT02,1500000,Republic of Bashkortostan,2022
709,M222MM56,1700000,Orenburg Oblast,2024
710,A206BB799,189000,Moscow,2022
711,H200YC177,65000,Moscow,2022
712,H200YC177,50000,Moscow,2022
713,B130BB90,100000,Moscow Oblast,2022
714,B242TC797,55000,Moscow,2025
715,A077XX797,740000,Moscow,2024
716,M999BT777,1000000,Moscow,2024
717,P303BC97,90000,Moscow,2024
718,P303BC97,80000,Moscow,2024
719,T116TT99,350000,Moscow,2023
720,T242XB12,30000,Republic of Mari El,2024
721,E010KX48,500000,Lipetsk Oblast,2024
722,P999TP77,700000,Moscow,2023
723,K570KK90,300000,Moscow Oblast,2023
724,T541TT95,300000,Chechen Republic,2024
725,B929HX797,70000,Moscow,2023
726,O161MA797,29999,Moscow,2025
727,P666MT77,600000,Moscow,2023
728,P666MT77,500000,Moscow,2023
729,P666MT77,222000,Moscow,2023
730,A002XP97,400000,Moscow,2025
731,M856MP46,500000,Kursk Oblast,2024
732,B221EP161,50000,Rostov Oblast,2024
733,E700AT190,100000,Moscow Oblast,2023
734,X100YT777,155000,Moscow,2023
735,M179OO77,3800000,Moscow,2025
736,X015XX97,3750000,Moscow,2025
737,A707TY777,500000,Moscow,2025
738,K032KK750,540000,Moscow Oblast,2025
739,T077OT161,120000,Rostov Oblast,2024
740,M707AC716,500000,Republic of Tatarstan,2023
741,T793PX797,35000,Moscow,2025
742,M050KX116,250000,Republic of Tatarstan,2024
743,T052YO790,45000,Moscow Oblast,2025
744,O002OP90,700000,Moscow Oblast,2025
745,T030YY790,50000,Moscow Oblast,2023
746,B001BH177,715000,Moscow,2023
747,Y010YP197,250000,Moscow,2023
748,Y666CX22,250000,Altai Krai,2024
749,K202KC797,70000,Moscow,2024
750,X340YH77,250000,Moscow,2023
751,O666MX197,170000,Moscow,2023
752,C095PE89,150000,Yamalo-Nenets Autonomous Okrug,2024
753,O901TA40,30000,Kaluga Oblast,2023
754,T717XY77,250000,Moscow,2023
755,E770CP77,335000,Moscow,2025
756,O585TX790,60000,Moscow Oblast,2024
757,Y707KY177,250000,Moscow,2022
758,B111BY186,250000,Khanty-Mansi Autonomous Okrug,2023
759,T799TX799,375000,Moscow,2024
760,K060TE750,80000,Moscow Oblast,2025
761,A888EC82,270000,Republic of Crimea,2023
762,B099EM977,80000,Moscow,2025
763,H321TO797,75000,Moscow,2024
764,X070CX36,145000,Voronezh Oblast,2023
765,X257AH05,50000,Republic of Dagestan,2025
766,C030YM790,110000,Moscow Oblast,2024
767,K252PM790,45000,Moscow Oblast,2024
768,A900EP977,300000,Moscow,2024
769,B570AX154,100000,Novosibirsk Oblast,2021
770,A660MP90,1000000,Moscow Oblast,2025
771,B010XO750,500000,Moscow Oblast,2024
772,E077TK777,900000,Moscow,2024
773,M143TH797,60000,Moscow,2025
774,O748OO77,2300000,Moscow,2025
775,T005YA178,150000,Saint Petersburg,2024
776,M232MO77,200000,Moscow,2022
777,C777MK90,765000,Moscow Oblast,2024
778,C777MK90,850000,Moscow Oblast,2024
779,C355TB797,35000,Moscow,2025
780,A083AP77,25000,Moscow,2024
781,H003OK76,250000,Yaroslavl Oblast,2022
782,A013BK199,220000,Moscow,2025
783,Y008XA98,75000,Saint Petersburg,2023
784,O111KC77,1100000,Moscow,2025
785,X500AC95,350000,Chechen Republic,2023
786,B977KB977,1500000,Moscow,2024
787,C686CC98,2200000,Saint Petersburg,2025
788,C887OM797,70000,Moscow,2025
789,C025OM797,80000,Moscow,2024
790,C025OM797,55000,Moscow,2024
791,H177OX790,50000,Moscow Oblast,2024
792,K200PT177,200000,Moscow,2024
793,E777XA750,350000,Moscow Oblast,2023
794,E244OK797,30000,Moscow,2024
795,Y678CO31,150000,Belgorod Oblast,2023
796,A924AA186,500000,Khanty-Mansi Autonomous Okrug,2024
797,P101HP797,100000,Moscow,2023
798,P101HP797,155000,Moscow,2024
799,P101HP797,150000,Moscow,2025
800,B337OP06,35000,Republic of Ingushetia,2024
801,M171PB42,80000,Kemerovo Oblast,2023
802,M997TY797,35000,Moscow,2025
803,E868AE550,50000,Moscow Oblast,2025
804,E868AE550,90000,Moscow Oblast,2025
805,O114OO197,1350000,Moscow,2025
806,P193BM193,130000,Krasnodar Krai,2022
807,T003AO790,65000,Moscow Oblast,2021
808,E131BA550,100000,Moscow Oblast,2024
809,K333AA50,200000,Moscow Oblast,2022
810,K333AA50,500000,Moscow Oblast,2022
811,A097CA797,100000,Moscow,2025
812,T984CH797,60000,Moscow,2025
813,O070OP761,150000,Rostov Oblast,2024
814,P191OO797,120000,Moscow,2025
815,C889OB67,50000,Smolensk Oblast,2024
816,Y393MM797,80000,Moscow,2024
817,T501BB550,25000,Moscow Oblast,2025
818,X969TA152,60000,Nizhny Novgorod Oblast,2022
819,K555OO193,550000,Krasnodar Krai,2024
820,P999TB99,1250000,Moscow,2023
821,E363TX150,55000,Moscow Oblast,2024
822,H868OX161,350000,Rostov Oblast,2023
823,C097TK797,120000,Moscow,2025
824,O868TE797,40000,Moscow,2024
825,B750PC750,140000,Moscow Oblast,2024
826,B750PC750,195000,Moscow Oblast,2024
827,B750PC750,200000,Moscow Oblast,2024
828,A400YH01,90000,Republic of Adygea,2022
829,K061KK197,350000,Moscow,2023
830,M070EH77,250000,Moscow,2022
831,C740PT797,79000,Moscow,2024
832,M012BY550,50000,Moscow Oblast,2025
833,H022BB550,80000,Moscow Oblast,2025
834,M907AX977,250000,Moscow,2024
835,P777AP190,245000,Moscow Oblast,2022
836,A350YT790,50000,Moscow Oblast,2025
837,Y200XC750,140000,Moscow Oblast,2025
838,X222BX190,330000,Moscow Oblast,2024
839,O958KH977,60000,Moscow,2025
840,T424TO193,70000,Krasnodar Krai,2024
841,H400HX797,150000,Moscow,2023
842,M666TP750,90000,Moscow Oblast,2022
843,Y911AM550,250000,Moscow Oblast,2024
844,M050KP177,185000,Moscow,2023
845,H224AX98,70000,Saint Petersburg,2023
846,C777EE97,1500000,Moscow,2023
847,H777KA37,500000,Ivanovo Oblast,2023
848,E062PY797,75000,Moscow,2024
849,O099KY790,80000,Moscow Oblast,2024
850,A600TE790,300000,Moscow Oblast,2024
851,K674OO799,55000,Moscow,2025
852,X486AM797,60000,Moscow,2023
853,X991AY177,60000,Moscow,2024
854,X063TC55,200000,Omsk Oblast,2024
855,H383OB55,50000,Omsk Oblast,2024
856,E215CE797,60000,Moscow,2025
857,C111BA93,230000,Krasnodar Krai,2022
858,K070BO95,100000,Chechen Republic,2024
859,O989TA99,50000,Moscow,2022
860,C474CP190,150000,Moscow Oblast,2022
861,E020TX799,60000,Moscow,2024
862,T111BK123,340000,Krasnodar Krai,2024
863,A747XT95,500000,Chechen Republic,2024
864,Y555KY77,1250000,Moscow,2025
865,X652AC977,30000,Moscow,2025
866,H494MB790,50000,Moscow Oblast,2024
867,T998CC47,30000,Leningrad Oblast,2023
868,A500OO177,5000000,Moscow,2024
869,A779PM797,130000,Moscow,2025
870,Y587CK797,35000,Moscow,2025
871,K570OT799,290000,Moscow,2025
872,T777MO34,355000,Volgograd Oblast,2022
873,C789MP193,40000,Krasnodar Krai,2024
874,A014EP161,80000,Rostov Oblast,2024
875,B878BO138,55000,Irkutsk Oblast,2023
876,O198XA98,250000,Saint Petersburg,2024
877,X444TM61,250000,Rostov Oblast,2023
878,X964OO797,70000,Moscow,2024
879,P006OK98,150000,Saint Petersburg,2023
880,T025PP797,65000,Moscow,2024
881,O030TX33,45000,Vladimir Oblast,2022
882,E161OE196,60000,Sverdlovsk Oblast,2022
883,P422OE797,70000,Moscow,2024
884,Y313OK797,80000,Moscow,2024
885,P900OB797,100000,Moscow,2024
886,P900OB797,150000,Moscow,2024
887,P900OB797,125000,Moscow,2024
888,K969TA797,60000,Moscow,2024
889,T700CX197,200000,Moscow,2022
890,T700CX197,220000,Moscow,2024
891,X525PX55,400000,Omsk Oblast,2023
892,P644YC799,30000,Moscow,2024
893,Y001TM750,350000,Moscow Oblast,2025
894,E808AX177,70000,Moscow,2024
895,M015YB790,80000,Moscow Oblast,2025
896,H177XO790,59000,Moscow Oblast,2024
897,O001OP790,1100000,Moscow Oblast,2024
898,K815KK123,280000,Krasnodar Krai,2024
899,T070AX550,110000,Moscow Oblast,2024
900,P103OX797,30000,Moscow,2024
901,K800MH797,110000,Moscow,2023
902,K800MH797,130000,Moscow,2023
903,K032XK777,280000,Moscow,2024
904,O969TY799,50000,Moscow,2025
905,A442YE95,50000,Chechen Republic,2022
906,E142OE142,280000,Kemerovo Oblast,2024
907,Y353TY797,70000,Moscow,2024
908,A777XY23,1000000,Krasnodar Krai,2023
909,X112BA550,90000,Moscow Oblast,2024
910,M882KM977,70000,Moscow,2024
911,X012OY797,90000,Moscow,2024
912,P300AO790,40000,Moscow Oblast,2023
913,A072HP797,45000,Moscow,2023
914,M001MY199,1000000,Moscow,2025
915,O017AA126,60000,Stavropol Krai,2024
916,X440PH193,55000,Krasnodar Krai,2024
917,E041EH702,30000,Republic of Bashkortostan,2022
918,K544OP797,30000,Moscow,2024
919,E713BA550,120000,Moscow Oblast,2024
920,B977AM77,270000,Moscow,2022
921,A001AX197,1500000,Moscow,2024
922,A797CE790,300000,Moscow Oblast,2023
923,O020BO02,230000,Republic of Bashkortostan,2023
924,E099BX550,40000,Moscow Oblast,2024
925,Y136MB136,100000,Voronezh Oblast,2022
926,X611CA797,60000,Moscow,2025
927,B733MO797,70000,Moscow,2025
928,C777KK198,1000000,Saint Petersburg,2023
929,K700YY190,120000,Moscow Oblast,2023
930,M096TY797,75000,Moscow,2025
931,M031MC797,60000,Moscow,2023
932,P444YM190,200000,Moscow Oblast,2024
933,O888BX197,700000,Moscow,2024
934,O636HT790,40000,Moscow Oblast,2024
935,H003HX190,230000,Moscow Oblast,2024
936,T104CM797,60000,Moscow,2025
937,E388KX94,650000,Baikonur,2022
938,T945HH797,50000,Moscow,2025
939,E938PY797,30000,Moscow,2025
940,K111PC70,150000,Tomsk Oblast,2023
941,T147TT197,280000,Moscow,2024
942,T147TT197,270000,Moscow,2024
943,T147TT197,300000,Moscow,2024
944,T147TT197,270000,Moscow,2024
945,T147TT197,260000,Moscow,2024
946,T147TT197,250000,Moscow,2024
947,T147TT197,260000,Moscow,2024
948,T147TT197,250000,Moscow,2024
949,Y919TA797,90000,Moscow,2024
950,A005BO750,200000,Moscow Oblast,2023
951,C929HM797,75000,Moscow,2025
952,C007KP95,1650000,Chechen Republic,2025
953,Y005HP47,130000,Leningrad Oblast,2024
954,B220OB777,50000,Moscow,2023
955,B220OB777,100000,Moscow,2023
956,B220OB777,90000,Moscow,2023
957,B220OB777,40000,Moscow,2023
958,X343AH790,100000,Moscow Oblast,2024
959,O090HT138,420000,Irkutsk Oblast,2024
960,B055HP134,40000,Volgograd Oblast,2023
961,B055HP134,25000,Volgograd Oblast,2023
962,B465AO550,60000,Moscow Oblast,2025
963,K022BB122,200000,Altai Krai,2023
964,C151YP790,80000,Moscow Oblast,2025
965,T500HB193,300000,Krasnodar Krai,2024
966,O726XM93,50000,Krasnodar Krai,2022
967,E700CP750,185000,Moscow Oblast,2024
968,P999XH98,330000,Saint Petersburg,2024
969,X848PT77,50000,Moscow,2023
970,X848PT77,70000,Moscow,2023
971,X562AA977,100000,Moscow,2023
972,K070OT750,300000,Moscow Oblast,2024
973,K070OT750,200000,Moscow Oblast,2025
974,H999CB777,1110000,Moscow,2024
975,C944EP977,25000,Moscow,2024
976,E444TT750,130000,Moscow Oblast,2021
977,A700TB41,60000,Kamchatka Krai,2022
978,X054YC790,30000,Moscow Oblast,2024
979,P468YP97,110000,Moscow,2025
980,M005KA33,320000,Vladimir Oblast,2022
981,A555YM777,800000,Moscow,2024
982,P712AK977,80000,Moscow,2023
983,C525CE797,70000,Moscow,2025
984,A535PK797,100000,Moscow,2024
985,P222AH22,200000,Altai Krai,2024
986,E500CA799,130000,Moscow,2023
987,E500CA799,75000,Moscow,2023
988,Y068TK797,65000,Moscow,2025
989,B418OP777,777000,Moscow,2025
990,X445OT797,70000,Moscow,2024
991,X877XK777,85000,Moscow,2024
992,T001XM750,350000,Moscow Oblast,2024
993,C424PX797,55000,Moscow,2025
994,P010YP777,350000,Moscow,2025
995,M434PH797,65000,Moscow,2024
996,E451BA977,30000,Moscow,2025
997,H043BB977,50000,Moscow,2025
998,O887TO797,100000,Moscow,2024
999,E777TC186,1500000,Khanty-Mansi Autonomous Okrug,2024
1000,M654MH797,50000,Moscow,2023
1001,P185KY977,60000,Moscow,2025
1002,E800OE161,120000,Rostov Oblast,2024
1003,B323BK799,150000,Moscow,2024
1004,O900MA750,55000,Moscow Oblast,2024
1005,M888KK50,210000,Moscow Oblast,2022
1006,H001XH777,2000000,Moscow,2022
1007,B515CC790,85000,Moscow Oblast,2023
1008,M800YT790,150000,Moscow Oblast,2024
1009,A777PH702,300000,Republic of Bashkortostan,2023
1010,B969XO197,300000,Moscow,2023
1011,H444HB152,230000,Nizhny Novgorod Oblast,2024
1012,E999XB99,1150000,Moscow,2023
1013,K096AA977,120000,Moscow,2022
1014,M123AA977,80000,Moscow,2023
1015,X373BH797,100000,Moscow,2024
1016,O091YY790,29999,Moscow Oblast,2025
1017,B056OP152,120000,Nizhny Novgorod Oblast,2023
1018,Y870EE977,65000,Moscow,2024
1019,T007AY177,450000,Moscow,2023
1020,T007AY177,800000,Moscow,2024
1021,T007AY177,600000,Moscow,2025
1022,E400OH797,70000,Moscow,2023
1023,E400OH797,90000,Moscow,2024
1024,X968EE799,30000,Moscow,2022
1025,E799YX199,100000,Moscow,2024
1026,M692MM777,700000,Moscow,2025
1027,A444PH777,500000,Moscow,2023
1028,X664XX98,400000,Saint Petersburg,2024
1029,K100XB70,115000,Tomsk Oblast,2023
1030,B555TK790,300000,Moscow Oblast,2024
1031,P036AO36,200000,Voronezh Oblast,2025
1032,C711CC42,150000,Kemerovo Oblast,2024
1033,K555CB777,350000,Moscow,2022
1034,M222TT790,300000,Moscow Oblast,2024
1035,B020OE193,50000,Krasnodar Krai,2024
1036,A063XX37,100000,Ivanovo Oblast,2025
1037,Y777MM790,500000,Moscow Oblast,2022
1038,K220KO777,130000,Moscow,2024
1039,B555AX750,450000,Moscow Oblast,2023
1040,K883KK10,365000,Republic of Karelia,2025
1041,M083AM550,50000,Moscow Oblast,2025
1042,A747AA197,1200000,Moscow,2022
1043,A747AA197,1100000,Moscow,2022
1044,Y700MB797,130000,Moscow,2022
1045,C800CB790,60000,Moscow Oblast,2022
1046,C777KB198,340000,Saint Petersburg,2024
1047,K797OY797,400000,Moscow,2024
1048,O878OY77,80000,Moscow,2023
1049,C048EX977,80000,Moscow,2024
1050,O666MX790,240000,Moscow Oblast,2024
1051,O011MK797,120000,Moscow,2024
1052,C888YE42,450000,Kemerovo Oblast,2023
1053,X319AX178,60000,Saint Petersburg,2023
1054,H808MY46,60000,Kursk Oblast,2024
1055,B151PK797,79000,Moscow,2024
1056,C589AH550,60000,Moscow Oblast,2025
1057,A945MP77,5000000,Moscow,2023
1058,P424AM177,200000,Moscow,2024
1059,T333TE197,450000,Moscow,2025
1060,H641BO550,25000,Moscow Oblast,2025
1061,E040YB190,100000,Moscow Oblast,2024
1062,B666CP61,350000,Rostov Oblast,2024
1063,B850MK797,45000,Moscow,2022
1064,P808PM26,70000,Stavropol Krai,2024
1065,C013OO790,200000,Moscow Oblast,2025
1066,C013OO790,220000,Moscow Oblast,2025
1067,C013OO790,175000,Moscow Oblast,2025
1068,B779PE797,30000,Moscow,2025
1069,Y063OP77,450000,Moscow,2025
1070,Y063OP77,550000,Moscow,2025
1071,Y063OP77,500000,Moscow,2025
1072,Y063OP77,450000,Moscow,2025
1073,E002MT05,700000,Republic of Dagestan,2024
1074,B094BB77,1500000,Moscow,2025
1075,C150YY790,50000,Moscow Oblast,2023
1076,Y012PH797,60000,Moscow,2025
1077,Y001EA73,630000,Ulyanovsk Oblast,2024
1078,M077TY797,230000,Moscow,2024
1079,M077TY797,170000,Moscow,2025
1080,P373PC777,100000,Moscow,2022
1081,T900EY797,120000,Moscow,2024
1082,B095AC550,60000,Moscow Oblast,2024
1083,X979AA797,150000,Moscow,2023
1084,T143TT99,280000,Moscow,2022
1085,T143TT99,250000,Moscow,2022
1086,T143TT99,450000,Moscow,2023
1087,H222OB82,200000,Republic of Crimea,2024
1088,E576TX797,40000,Moscow,2024
1089,A073YE790,65000,Moscow Oblast,2024
1090,O001PA78,800000,Saint Petersburg,2024
1091,Y022OX77,120000,Moscow,2022
1092,A111KA190,500000,Moscow Oblast,2025
1093,T703CK797,50000,Moscow,2025
1094,H060TK82,50000,Republic of Crimea,2024
1095,C100OK777,400000,Moscow,2023
1096,A252MO190,200000,Moscow Oblast,2022
1097,B767PH797,100000,Moscow,2024
1098,B767PH797,50000,Moscow,2024
1099,B767PH797,45000,Moscow,2024
1100,C306KP777,150000,Moscow,2022
1101,E090CX197,100000,Moscow,2023
1102,Y474TK55,50000,Omsk Oblast,2023
1103,A251CM797,30000,Moscow,2025
1104,M057TE797,70000,Moscow,2024
1105,B002EK37,100000,Ivanovo Oblast,2023
1106,T023XY199,150000,Moscow,2025
1107,P036HY797,75000,Moscow,2024
1108,B002YE99,300000,Moscow,2023
1109,Y333CH199,300000,Moscow,2024
1110,Y999CY52,350000,Nizhny Novgorod Oblast,2024
1111,H009YB125,300000,Primorsky Krai,2024
1112,A444KA77,450000,Moscow,2021
1113,A444KA77,500000,Moscow,2022
1114,Y777PY97,3000000,Moscow,2025
1115,E822HK797,30000,Moscow,2024
1116,E272AM550,50000,Moscow Oblast,2024
1117,P818EH62,50000,Ryazan Oblast,2024
1118,H350BY550,85000,Moscow Oblast,2025
1119,P777XO190,550000,Moscow Oblast,2024
1120,H007XX32,500000,Bryansk Oblast,2023
1121,Y600KT797,110000,Moscow,2022
1122,E070BX777,100000,Moscow,2022
1123,X063CA790,120000,Moscow Oblast,2025
1124,O011BO01,100000,Republic of Adygea,2022
1125,X888TB197,600000,Moscow,2023
1126,X888TB197,350000,Moscow,2023
1127,X888TB197,530000,Moscow,2023
1128,O778AT777,80000,Moscow,2022
1129,K033EY797,55000,Moscow,2024
1130,O001OT01,8900000,Republic of Adygea,2024
1131,O001OT01,6000000,Republic of Adygea,2025
1132,P006AM150,200000,Moscow Oblast,2023
1133,A600OY57,60000,Oryol Oblast,2024
1134,E444KM790,250000,Moscow Oblast,2024
1135,E444KM790,200000,Moscow Oblast,2025
1136,C222CY77,1000000,Moscow,2025
1137,K570KK150,300000,Moscow Oblast,2024
1138,K570KK150,200000,Moscow Oblast,2025
1139,A300KK797,150000,Moscow,2022
1140,T043CY797,70000,Moscow,2025
1141,E777EC97,1600000,Moscow,2023
1142,T009XK750,195000,Moscow Oblast,2022
1143,H997KB45,30000,Kurgan Oblast,2024
1144,K001OX197,500000,Moscow,2022
1145,O778TY797,24999,Moscow,2025
1146,X135AH790,300000,Moscow Oblast,2023
1147,Y686YY99,300000,Moscow,2022
1148,A080KP62,50000,Ryazan Oblast,2024
1149,E888XK116,1200000,Republic of Tatarstan,2025
1150,A409AC550,30000,Moscow Oblast,2025
1151,A409AC550,60000,Moscow Oblast,2025
1152,B555XT123,420000,Krasnodar Krai,2024
1153,E414BB550,70000,Moscow Oblast,2024
1154,H516PM797,30000,Moscow,2025
1155,A300MM92,300000,Sevastopol,2024
1156,T767YC152,120000,Nizhny Novgorod Oblast,2023
1157,T262PE797,65000,Moscow,2024
1158,C208OA797,30000,Moscow,2024
1159,P073PP77,2000000,Moscow,2025
1160,Y222KY63,200000,Samara Oblast,2024
1161,M313KH799,50000,Moscow,2024
1162,P294AE550,60000,Moscow Oblast,2025
1163,M999OO790,750000,Moscow Oblast,2024
1164,B093HA797,70000,Moscow,2024
1165,B555YE77,370000,Moscow,2023
1166,T417OK797,45000,Moscow,2025
1167,M272TH797,100000,Moscow,2024
1168,O006AA750,150000,Moscow Oblast,2023
1169,P717YH750,55000,Moscow Oblast,2021
1170,P717YH750,50000,Moscow Oblast,2022
1171,O232OO33,800000,Vladimir Oblast,2022
1172,P166PH797,50000,Moscow,2025
1173,P063EM797,150000,Moscow,2025
1174,K186BB186,200000,Khanty-Mansi Autonomous Okrug,2024
1175,E006KK777,550000,Moscow,2025
1176,T555YK190,220000,Moscow Oblast,2021
1177,A300MP75,5000000,Zabaykalsky Krai,2024
1178,Y070KP124,50000,Krasnoyarsk Krai,2022
1179,X918AM777,290000,Moscow,2025
1180,K007YX199,600000,Moscow,2024
1181,K007YX199,400000,Moscow,2024
1182,A201YO797,60000,Moscow,2025
1183,E777HM150,500000,Moscow Oblast,2024
1184,Y333YA190,500000,Moscow Oblast,2022
1185,H626XY790,35000,Moscow Oblast,2024
1186,B098BB777,1100000,Moscow,2025
1187,T888YK150,200000,Moscow Oblast,2022
1188,K777CO90,490000,Moscow Oblast,2024
1189,K777CO90,550000,Moscow Oblast,2024
1190,K777CO90,640000,Moscow Oblast,2025
1191,P004EH90,100000,Moscow Oblast,2022
1192,Y007PO777,450000,Moscow,2022
1193,M006AY790,120000,Moscow Oblast,2023
1194,A444OO25,900000,Primorsky Krai,2024
1195,K053YH790,70000,Moscow Oblast,2025
1196,M797YH797,300000,Moscow,2024
1197,C390CC150,300000,Moscow Oblast,2024
1198,T606HT142,55000,Kemerovo Oblast,2023
1199,Y685XX790,25000,Moscow Oblast,2023
1200,Y788PY797,35000,Moscow,2024
1201,P212CT797,65000,Moscow,2025
1202,H555EP198,350000,Saint Petersburg,2023
1203,M080BB797,90000,Moscow,2024
1204,M080BB797,300000,Moscow,2024
1205,K200YB27,100000,Khabarovsk Krai,2024
1206,O971BT134,50000,Volgograd Oblast,2024
1207,C053OM797,140000,Moscow,2025
1208,B900TH797,190000,Moscow,2025
1209,O666AA61,500000,Rostov Oblast,2023
1210,T660PB797,50000,Moscow,2025
1211,M747XT777,55000,Moscow,2023
1212,M747XT777,50000,Moscow,2024
1213,O300MT799,60000,Moscow,2024
1214,O300MT799,160000,Moscow,2025
1215,A515PE777,80000,Moscow,2024
1216,H080PX159,100000,Perm Krai,2024
1217,H555PT97,600000,Moscow,2025
1218,C008PE50,290000,Moscow Oblast,2024
1219,C008PE50,160000,Moscow Oblast,2025
1220,T395BB550,65000,Moscow Oblast,2025
1221,B444AH777,500000,Moscow,2024
1222,M005PA116,100000,Republic of Tatarstan,2022
